Korean,English
내 친척이 올림픽 입장권이 몇 장 생겨서 아무나 하나 데려오라는데?,My relative wants me to bring someone along as he has a few free tickets for the Olympics?
올림픽 보는데 데려간다고? 고맙지만 무슨 종목인데?,"You're taking me to the Olympics? Thank you, but what kind of sport is it?"
그리 재미있는 건 아니었어. 마상 종목인가 그랬을걸?,Not something too fun. Dressage or something I think.
"생각해 준 건 매우 고맙지만 사양하겠어, 친구.","Thank you very much for thinking about me, but I would have to turn this opportunity down, my friend."
우리 이번 동계 올림픽의 무슨 종목을 보러 가는 게 좋을까?,What sports should we go see at the Winter Olympics?
나는 스노보딩 하프파이프가 제일 보고 싶어.,I would like to see the halfpipes snowboarding the most.
그게 재미는 있을 거 같은데 입장권이 아직 남았으려나?,I think that's gonna be fun too but do you think they still have tickets left?
내가 대회 웹사이트에서 조금 있다가 확인해 볼게.,I'll check it out a little later on the official website.
우리 올해에는 겨울에 동계 올림픽 보러 가자.,Let's go to the Winter Olympics this year.
나는 이번 겨울에 부모님이랑 여행 가기로 했는데.,I decided to go on a trip with my parents this winter.
공짜 표가 몇 장 생겨서 너도 데려가려고 했는데.,I was going to take you with me as I have some free tickets.
"나도 아쉽지만, 도저히 여행 때문에 어쩔 수가 없다.","I'm sorry, but I can't help it because of the trip."
나는 취직하면 꼭 유로 대회 보러 가고 말 거야.,"If I get myself a job, I'll definitely go see the Euros."
근데 네가 말하는 그 취직은 도대체 언제 할 거냐?,But when are you going to take this job you're talking about?
요즘 밤을 새워가며 이력서 열심히 쓰고 있어.,I've been spending all night writing my resume these days.
꼭 좋은 결과가 있기를 바란다. 너 가면 나도 따라갈게.,I wish you all the best. I'll come along if you ever make it.
우리가 왜 아시안컵에서는 죽을 쓰는지 이해가 안 돼,I don't understand why we keep making a hash of the Asian Cup tournaments.
내가 보기에는 근거 없는 자신감이 제일 문제인 것 같아.,I think unjustified over-confidence is the biggest problem.
하지만 그래도 아시아에서는 나름 강호 대접받는데.,But we are still regarded as a strong side in Asia.
그것도 이제 옛날얘기지. 다른 나라들이 앞서가고 있어.,That's in the past now. Other countries have got ahead.
다음번 올림픽에서는 어떤 종목들이 추가 되지?,What are the additional events in the next Olympics?
내가 알기로는 야구가 다시 추가되는 것으로 알고 있어.,"As far as I know, baseball is being added again."
근데 야구는 왜 종목에서 빠졌다 들어갔다 하는 거야?,"By the way, why is it in one day and excluded the next?"
이번에 개최하는 나라가 야구 강국이라 그런 것 같아.,I think it's because this time the host country is a baseball powerhouse.
직장에서 직원들에게 올림픽 입장권을 나누어 주었어.,Our boss gave out free Olympic tickets to the employees at work.
너희 사장 인심도 좋다. 어느 종목 볼 수 있냐?,Your boss has a good heart. Which games can you get in with that?
사격하고 양궁인가 그랬을걸. 너도 한 장 줄까?,"I think it was rifle or archery or something. Shall I get you one, too?"
주면 매우 고맙지. 웬만하면 양궁으로 한 장 주라.,I will be very grateful. Get me one for archery if possible please.
월드컵 3~4위전은 언제 하는지 혹시 아시나요?,Do you happen to know when the 3rd place decider for the World Cup will be happening?
제가 알기로는 결승전 전날에 하는 것 같아요.,"As far as I know, it's on the eve of the final."
내가 두 번째로 응원하는 팀이라 꼭 보고 싶은데.,I really want to see it because it's the team that is my second favortie.
저도 그 경기 보고 싶어요. 결승전보다 더 재미있을 것 같아.,"I want to watch the game, too. I think it'll be more fun than the final."
이번 월드컵 개최지 선정에 비리가 있던 것 같아요.,I think there was a conspiracy in selecting the country for this World Cup.
왜 그렇게 생각하시죠? 나는 괜찮다고 생각하는데.,Why do you think so? I think it's okay.
괜찮긴요? 사막에서 에어컨 틀고 겨울에 월드컵 한다는데.,Is it okay? They will be holding a World Cup in winter with the air conditioning on in the desert.
그것도 신선하지 않나요? 꼭 하던 데에서만 하란 법은 없으니.,"Isn't that extraordinary, too? There's no law that says ""do it where it has always been held."""
월드컵 참가 국가가 곧 48개국으로 늘어나요.,The number of World Cup participants will soon increase to 48 countries.
36개가 가장 적당한 것 같은데. 짝도 안 맞고.,I think 36 are the best. You get a pair from each group as well.
그래서 와일드 카드제도를 도입한다고 들었어요.,That's why I heard they're going to introduce a wild card system.
그럼 이젠 개나 소나 16강 갈 수 있다고 하겠군요.,So from now on every dick and harry could go to the round of 16.
월드컵 개최 대륙이 이번에는 어디 차례이죠?,Which continent is hosting the World Cup next?
저번에 뉴스에서 봤는데 아마 미주 대륙인가?,I saw it on the news the other day. Maybe it's America?
거기에는 나라도 얼마 없잖아요? 그 나물에 그 밥인데.,"There aren't many countries there, right? It would be the same old faces."
근데 합동 개최의 가능성도 높다고 듣긴 했어요.,But I've heard that there's a high possibility of co-hosting.
아무래도 올림픽의 꽃은 확실히 마라톤이에요.,The highlight of any Olympics games is the marathon.
남들 조깅하는 걸 장장 2시간이나 보는 게 재미있어요?,Is it fun to watch people jogging for two hours?
마라톤도 알고 보면 무지 복잡해요. 선수마다 작전도 있고.,It's very complicated once you learn about the marathon. Each player has his own tactics.
마라톤 한 번 본 적이 있는데 배경 구경하는 게 제일 재미있던데.,I've seen a marathon once. The most interesting thing was the landscape.
이번 동계 올림픽은 보기 드물게 흑자를 찍었어요.,This Winter Olympics actually recorded a profit which is very rare.
뉴스에서 그러더군요. 근데 그 시설들은 이제 어떡하죠?,That's what the news said. But what about those facilities now?
아마 지역 사회에서 개조해 쓴다는 것 같아요.,I think it will be utilized by the local community.
다행이네요. 그거 한다고 자연 파괴를 좀 심하게 한 게 아니니.,That's a relief. We had to destroy a large area of nature for the event.
다른 나라 올림픽 시설 보면 이제 완전 폐허가 되었더군요.,"If you look at the Olympic facilities in other countries, they're in complete ruins."
그거 저도 봤어요. 마치 원자폭탄 터진 동네 같던데.,"I saw that, too. It looks like as if an atomic bomb had gone off."
맞아요. 잡초가 무성하고 풀장은 이끼가 잔뜩 끼어있고.,"Yes, it's full of weeds and moss in the pool."
그런 거 보면 꼭 올림픽 같은 거 한다고 목맬 필요가 없어요.,"Seeing that, there is no need for us to obssess about hosting such events."
우리 팀이 드디어 시즌 처음으로 꼴찌에서 벗어났어.,My team is finally out of the bottom for the first time in the season.
거의 기적 같은 이야기구나. 하지만 아직 강등권이지?,"It's almost a miracle. But still in the relegation zone, right?"
꼭 그렇게 초를 치셔야겠다면 부정할 수는 없다.,I can't deny it if you choose to be such a miserable killjoy.
곧 날아오를 날이 올 거라 믿는다. 하부리그에서.,I believe the day will come soon when your team will be flying high. In the lower leagues though.
우리 팀이 이번 주에 드디어 강등권에서 벗어났어.,My team finally got out of the relegation zone this week.
아직 시즌은 길고 날려 먹을 승점은 수도 없어.,"It's still a long season, and there's a lot of points to drop."
그러는 너의 소중한 팀은 우승을 향하여 질주하고 있겠지?,"Then your precious team is racing towards the trophy, right?"
아직 새 공격수가 팀에 적응을 못 하고 있을 뿐이야.,The new striker is just not getting used to the team at the moment.
너희 팀은 결국 강등권에서 벗어나지 못하는군.,Your team can't get out of the relegation zone after all.
그러게 말이다. 어제 경쟁팀이 져서 기대했었는데.,I know. I was hoping because the relegation rivals lost yesterday.
너희는 근데 이번 주말에 무승부 아니였어?,But didn't you guys get at least a draw?
승점은 동률이지만 상대 전적에서 밀려서 그렇지.,"The points are level, but it's because we are behind due to head-to-head record."
우리가 이길 거라고 친구들이랑 몇 명이 내기했어.,Some of my friends and I made a bet that we'd win.
